route	page	station	platform	usable length [m]	notes
WW	0256	Bugle	Single	70	
WW	0256	Builth Road	Single	103	
WW	0256	Burnham RL only	1 (Down)	184	
WW	0256	Burnham RL only	2 (Up)	184	
WW	0256	Burnham RL only	2 (Up)	156	Top of ramp to nearest mirror
WW	0256	Bynea	1	91	
WW	0256	Bynea	2	106	
WW	0256	Cadoxton	Down	125	
WW	0256	Cadoxton	Up	123	
WW	0256	Caerphilly	1 (Bay)	150	
WW	0256	Caerphilly	2 (Down)	230	
WW	0257	Caerphilly	3 (Up)	230	
WW	0257	Caersws	Single	109	
WW	0257	Caldicot	1	84	
WW	0257	Caldicot	2	106	
WW	0257	Calstock	Single	49	
WW	0257	Cam and Dursley	1	104	
WW	0257	Cam and Dursley	2	104	
WW	0257	Camborne	1	184	
WW	0257	Camborne	2	194	190 Metres to signal R14
WW	0257	Carbis Bay	Single	138	
WW	0257	Cardiff Bay	Single	87	Usable area to stop block.
WW	0257	Cardiff Central	0	99	
WW	0257	Cardiff Central	1	299	Top of ramp to top of ramp
WW	0257	Cardiff Central	1 Down	286	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	1 Up	277	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	2	298	Top of ramp to top of ramp
WW	0257	Cardiff Central	2 Down	285	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	2 Up	285	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	3	303	Top of ramp to top of ramp
WW	0257	Cardiff Central	3 Down	299	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	3 Up	299	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	4	303	Top of ramp to top of ramp
WW	0257	Cardiff Central	4 Down	297	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	4 Up	297	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	6	225	Top of ramp to top of ramp
WW	0257	Cardiff Central	6 Down	221	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	6 Up	221	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	7	226	To top of ramp (Cardiff West Jn end).
WW	0257	Cardiff Central	7 Down	223	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	7 Up	223	
WW	0257	Cardiff Central	8	156	Top of ramp to top of ramp
WW	0257	Cardiff Central	8 Down	155	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Central	8 Up	155	Usable platform length accessible to train crew and passengers
WW	0257	Cardiff Queen St	1 (Bay)	55	
WW	0257	Cardiff Queen St	2 (Down)	124	Signal at Queen Street North Jn end fixed at RED.
WW	0257	Cardiff Queen St	3 (Down)	184	
WW	0257	Cardiff Queen St	4 (Up)	160	
WW	0257	Cardiff Queen St	5 (Up)	166	
WW	0257	Carmarthen	1	210	
WW	0257	Carmarthen	2	213	
WW	0257	Castle Bar Park	1	50	
WW	0258	Castle Bar Park	2	50	
WW	0258	Castle Cary	1 (Up)	198	
WW	0258	Castle Cary	2 (Down)	197	
WW	0258	Castle Cary	3 Bay	70	
WW	0258	Cathays	Down	124	
WW	0258	Cathays	Up	124	
WW	0258	Causeland	Single	30	
WW	0258	Chapleton	Single	100	In use with 140m top of ramp to top of ramp
WW	0258	Charlbury	Down	186	
WW	0258	Charlbury	Up	186	
WW	0258	Cheltenham Spa	1	250	
WW	0258	Cheltenham Spa	2	242	
WW	0258	Chepstow	1	102	
WW	0258	Chepstow	2	102	
WW	0258	Chippenham	1	239	
WW	0258	Chippenham	2	239	
WW	0258	Chirk	Down	157	
WW	0258	Chirk	Up	157	
WW	0258	Cholsey ML	1 (Down)	142	
WW	0258	Cholsey ML	2 (Up)	154	
WW	0258	Cholsey RL	3 (Down)	141	
WW	0258	Cholsey RL	4 (Up)	153	
WW	0258	Church Stretton	1	168	
WW	0258	Church Stretton	2	168	
WW	0258	Cilmeri	Single	79	
WW	0258	Clarbeston Road	1	122	
WW	0258	Clarbeston Road	2	80	
WW	0258	Clifton Down	1	106	Usable length inside the barrier
WW	0258	Clifton Down	2	108	Usable length inside the barrier
WW	0258	Clunderwen	1	95	
WW	0258	Clunderwen	2	134	
WW	0258	Cogan	Down	125	
WW	0258	Cogan	Up	109	
WW	0258	Combe	Single	46	
WW	0258	Cookham	Single	108	Platform end to STOP board 126m top of ramp to top of ramp
WW	0258	Coombe	Single	30	
WW	0258	Copplestone	Single	87	
WW	0258	Coryton	Single	65	
WW	0258	Craven Arms	1	198	
WW	0258	Craven Arms	2	134	
WW	0258	Crediton	1	155	
WW	0258	Crediton	2	135	
WW	0258	Criccieth	Single	128	
WW	0258	Crosskeys	1	97	
WW	0258	Crosskeys	2	97	
WW	0258	Culham	Down	107	
WW	0258	Culham	Up	77	
WW	0258	Cwmbach	Single	94	
WW	0258	Cwmbran	1	129	
WW	0258	Cwmbran	2	129	
WW	0258	Cynghordy	Single	97	
WW	0258	Danescourt	Down	38	
WW	0259	Danescourt	Up	38	
WW	0259	Dawlish	1	286	
WW	0259	Dawlish	2	182	
WW	0259	Dawlish Warren	1	129	
WW	0259	Dawlish Warren	2	129	
WW	0259	Devonport	1	100	
WW	0259	Devonport	2	180	
WW	0259	Didcot Parkway	1 (Down Main)	319	
WW	0259	Didcot Parkway	2 (Up Main)	326	
WW	0259	Didcot Parkway	3 (Down Relief)	221	Inside Signal SB921
WW	0259	Didcot Parkway	4 (Up Relief Bi - Di)	220	Inside Signal SB923 at rear
WW	0259	Didcot Parkway	5 (Up Loop Bi - Di)	240	Inside Signal SB925 at rear
WW	0259	Digby & Sowton	(Single)	109	
WW	0259	Dilton Marsh	1	27	
WW	0259	Dilton Marsh	2	27	
WW	0259	Dinas Powys	Down	120	
WW	0259	Dinas Powys	Up	120	
WW	0259	Dinas Rhondda	Single	137	
WW	0259	Dingle Road	Single	124	
WW	0259	Dockyard	1	96	
WW	0259	Dockyard	2	79	
WW	0259	Dolau	Single	77	
WW	0259	Dovey Junction	1 Barmouth Single	99	
WW	0259	Dovey Junction	2 Aberystwyth line	321	Overall length of platform face on Up Dovey Loop - connection from Down Dovey Loop - Aberystwyth U&D line; usable by an Aberystwyth train in either direction
WW	0259	Dovey Junction	2 (Machynlleth end), Up Dovey Loop	91	Bi-directional, planned use for up trains
WW	0259	Dovey Junction	2 (Aberystwyth end), Aberystwyth single line	112	Bi-directional, planned use for down trains
WW	0259	Drayton Green	1	53	
WW	0259	Drayton Green	2	50	
WW	0259	Dyffryn Ardudwy	Single	113	
WW	0259	Ealing Broadway	1 (Down Main)	168	
WW	0259	Ealing Broadway	2 (Up Main)	184	
WW	0259	Ealing Broadway	2 (Up Main)	114	Top of ramp to mirror
WW	0259	Ealing Broadway	3 (Down Relief)	182	
WW	0259	Ealing Broadway RL	4 (Up Relief)	200	
WW	0259	Eastbrook	Down	90	
WW	0259	Eastbrook	Up	90	
WW	0259	Ebbw Vale Town	Single	150	
WW	0260	Ebbw Vale Parkway	Single	100	
WW	0260	Eggesford	1	63	
WW	0260	Eggesford	2	56	
WW	0260	Energlyn and Churchill Park	1	126	
WW	0260	Energlyn and Churchill Park	2	126	
WW	0260	Evesham	Down	186	
WW	0260	Evesham	Up	186	
WW	0260	Exeter Central	1 (Bay)	184	
WW	0260	Exeter Central	2 (Down)	287	
WW	0260	Exeter Central	3 (Up)	276	
WW	0260	Exeter St. Davids	1 (Down Relief Bi-Di)	283	
WW	0260	Exeter St. Davids	2 North Bay (Single)	143	
WW	0260	Exeter St. Davids	3 (Up Relief Bi-Di)	276	
WW	0260	Exeter St. Davids	4 (Down Main Bi-Di)	277	
WW	0260	Exeter St. Davids	5 (Up Main Bi-Di)	322	
WW	0260	Exeter St. Davids	6 (Up Loop)	323	
WW	0260	Exeter St. Thomas	1 (Down)	107	
WW	0260	Exeter St. Thomas	2 (Up)	115	
WW	0260	Exmouth	Single	119	Top of Ramp to stop blocks
WW	0260	Exton	Single	128	
WW	0260	Fairbourne	Single	92	
WW	0260	Fairwater	Down	48	
WW	0260	Fairwater	Up	46	
WW	0260	Falmouth Docks	Single	65	
WW	0260	Falmouth Town	Single	57	
WW	0260	Fernhill	Single	94	
WW	0260	Ferryside	1	93	
WW	0260	Ferryside	2	134	
WW	0260	Ffairfach	Single	34	
WW	0260	Filton Abbey Wood	1	117	
WW	0260	Filton Abbey Wood	2	126	
WW	0260	Filton Abbey Wood	3	117	
WW	0260	Filton Abbey Wood	4	117	
WW	0260	Finstock	Single	40	
WW	0260	Fishguard & Goodwick	Single	80	
WW	0260	Fishguard Harbour	(Single)	299	Top of Ramp to Buffer stops
WW	0260	Freshford	1	121	
WW	0260	Freshford	2	121	
WW	0260	Frome	Single	109	
WW	0260	Furze Platt	Single	138	Platform end to stop board
WW	0260	Garth	Single	80	
WW	0260	Garth (Mid-Glamorgan)	Single	84	
WW	0260	Gilfach Fargoed	Down	16	
WW	0260	Gilfach Fargoed	Up	16	
WW	0260	Gloucester	1 & 2 (Combined Down)	494	Between Signals G135/58
WW	0260	Gloucester	1 (North End)	246	Between Signals G54/135
WW	0261	Gloucester	2 (South End)	248	Between Signals G58/133
WW	0261	Gloucester	3 (South Bay)	105	Inside Signal G354
WW	0261	Gloucester	4 (Up)	324	Inside Signal G358 (South end)
WW	0261	Gloucester Horse box stop block to Signal G458	(Down)	72	
WW	0261	Gobowen	Down	126	
WW	0261	Gobowen	Up	166	
WW	0261	Goring and Streatley	1 (Down Main Line)	69	Useable length
WW	0261	Goring and Streatley	2 (Up Main Line)	140	Useable length
WW	0261	Goring and Streatley	3 (Down Relief Line)	150	
WW	0261	Goring and Streatley	4 (Up Relief Line)	150	
WW	0261	Gowerton	Down	175	
WW	0261	Gowerton	Up	143	
WW	0261	Grangetown	Down	124	
WW	0261	Grangetown	Up	124	
WW	0261	Greenford (LUL)	Single	83	Bay platform : from stop board
WW	0261	Gunnislake	Single	103	Top of ramp to stop Block Mk3/HSTs PROHIBITED
WW	0261	Hanborough	Single	185	
WW	0261	Hanwell	1 (Up Relief Line)	143	
WW	0261	Hanwell	2 (Down Relief Line)	143	
WW	0261	Harlech	2 Down (Down direction)	142*	Clear of points (Tywyn end) to Block Marker 1216. (*208m to top of ramp (Porthmadog end)). Length includes fenced-off section at Porthmadog end
WW	0261	Harlech	2 Down (Up direction)	193	Length includes fenced-off section at Porthmadog end
WW	0261	Harlech	1 Up (Up direction)	188	Length includes fenced-off section at Porthmadog end
WW	0261	Harlech	1 Up (Down direction)	142*	Clear of points (Tywyn end) to Block Marker 1218. (*188m to top of ramp (Porthmadog end)) Length includes fenced-off section at Porthmadog end
WW	0261	Haverfordwest	1	266	
WW	0261	Haverfordwest	2	266	
WW	0261	Hayes & Harlington	1 (Down Main Line)	230	
WW	0261	Hayes & Harlington	2 (Up Main Line)	153	
WW	0261	Hayes & Harlington	3 (Down Relief Line)	146	
WW	0261	Hayes & Harlington	4 (Up Relief Line)	150	
WW	0261	Hayes & Harlington	4 (Up Relief Line)	139	Top of ramp to mirror
WW	0261	Hayes & Harlington	5 (Bay)	171	
WW	0261	Hayle	1	132	
WW	0261	Hayle	2	135	
WW	0262	Heath High Level	Down	124	
WW	0262	Heath High Level	Up	124	
WW	0262	Heath Low Level	Single	106	
WW	0262	Heathrow Terminal 2,3	1 (Down)	195	Not Network Rail property, but controlled by Thames Valley Signalling Centre
WW	0262	Heathrow Terminal 2,3	2 (Up)	195	Not Network Rail property, but controlled by Thames Valley Signalling Centre
WW	0262	Heathrow Terminal 4	1 & 2	195	Not Network Rail property, but controlled by Thames Valley Signalling Centre
WW	0262	Heathrow Terminal 5	3 & 4	217	Not Network Rail property, but controlled by Thames Valley Signalling Centre
WW	0262	Hengoed	Down	124	
WW	0262	Hengoed	Up	124	
WW	0262	Henley-on-Thames	Single	177	Long vehicles (except Turbos) PROHIBITED on the Henley Branch
WW	0262	Hereford	1 (Down Loop)	205	
WW	0262	Hereford	2 (Down Main)	204	
WW	0262	Hereford	3 (Up Main)	221	
WW	0262	Hereford	4 (Up Bay)	70	
WW	0262	Heyford	1	70	
WW	0262	Heyford	2	70	
WW	0262	Highbridge & Burnham	1	198	
WW	0262	Highbridge & Burnham	2	153	
WW	0262	Honeybourne	Down	186	
WW	0262	Honeybourne	Up	186	
WW	0262	Hopton Heath	Single	83	Of which only 42 metres have been white lined for passenger use. Overlength trains not permitted
WW	0262	Hungerford	1	153	
WW	0262	Hungerford	2	150	
WW	0262	Iver	1 (Down Main Line)	180	
WW	0262	Iver	2 (Up Main Line)	180	
WW	0262	Iver	3 (Down Relief Line)	180	
WW	0262	Iver	4 (Up Relief Line)	180	
WW	0262	Iver	4 (Up Relief Line)	156	Top of ramp to mirror
WW	0262	Ivybridge	1	104	
WW	0262	Ivybridge	2	104	
WW	0262	Johnston (Dyfed)	Single	110	
WW	0262	Kemble	1	135	
WW	0262	Kemble	2	180	Top of ramp to top of ramp
WW	0262	Keyham	1	129	
WW	0262	Keyham	2	123	
WW	0262	Keynsham	1	209	
WW	0262	Keynsham	2	209	
WW	0262	Kidwelly	1	122	
WW	0262	Kidwelly	2	125	
WW	0262	Kilgetty	Single	128	
WW	0262	Kingham	Down	154	
WW	0263	Kingham	Up	161	
WW	0263	Kings Nympton	Single	90	
WW	0263	Kintbury	1	105	
WW	0263	Kintbury	2	106	
WW	0263	Knighton	1	63	
WW	0263	Knighton	2	87	
WW	0263	Knucklas	Single	80	
WW	0263	Lamphey	Single	106	
WW	0263	Langley	1 (Down Main Line)	168	
WW	0263	Langley	2 (Up Main Line)	168	
WW	0263	Langley	3 (Down Relief Line)	168	
WW	0263	Langley	4 (Up Relief Line)	169	
WW	0263	Lapford	Single	81	
WW	0263	Lawrence Hill	1	116	
WW	0263	Lawrence Hill	2	114	
WW	0263	Lelant	Single	92	
WW	0263	Lelant Saltings	Single	140	
WW	0263	Leominster	1	99	
WW	0263	Leominster	2	101	
WW	0263	Leominster	2	97	Top of Ramp to Sprinter Stop marker
WW	0263	Liskeard	1	208	
WW	0263	Liskeard	1	150	Top of ramp to Signal LD33
WW	0263	Liskeard	2	177	
WW	0263	Liskeard	2	161	Top of ramp to Signal LD3
WW	0263	Liskeard	3 (Bay)	120	Top of ramp to stop blocks.  Stop blocks to section board.
WW	0263	Lisvane & Thornhill	Down	124	
WW	0263	Lisvane & Thornhill	Up	124	
WW	0263	Llanaber	Single	32	
WW	0263	Llanbister Road	Single	80	
WW	0263	Llanbradach	Down	124	
WW	0263	Llanbradach	Up	124	
WW	0263	Llandaf	Down	143	
WW	0263	Llandaf	Up	131	
WW	0263	Llandanwg	Single	23	
WW	0263	Llandecwyn	Single	22	
WW	0263	Llandeilo	1	118	
WW	0263	Llandeilo	2	72	Usable length
WW	0263	Llandovery	1	67	
WW	0263	Llandovery	2	53	
WW	0263	Llandrindod	1	98	
WW	0263	Llandrindod	2	95	
WW	0263	Llandybie	Single	39	
WW	0263	Llanelli	1	170	
WW	0263	Llanelli	2	184	
WW	0263	Llangadog	Single	85	
WW	0263	Llangammarch	Single	108	
WW	0263	Llangennech	1	53	
WW	0263	Llangennech	2	53	
WW	0263	Llangynllo	Single	63	
WW	0264	Llanharan	1	98	
WW	0264	Llanharan	2	98	
WW	0264	Llanhilleth	1	150	
WW	0264	Llanhilleth	2	150	
WW	0264	Llanishen	Down	124	
WW	0264	Llanishen	Up	122	
WW	0264	Llansamlet	1	108	
WW	0264	Llansamlet	2	108	
WW	0264	Llantwit Major	1	100	
WW	0264	Llantwit Major	1	100	
WW	0264	Llanwrda	Single	91	
WW	0264	Llanwrtyd	1	98	
WW	0264	Llanwrtyd	2	166	
WW	0264	Llwyngwril	Single	53	
WW	0264	Llwynypia	Single	124	
WW	0264	London Paddington	1 (Single)	316	Length from the buffer stop to top of ramp
WW	0264	London Paddington	1 (Single)	307.6.	Length from the stop line to top of ramp
WW	0264	London Paddington	10 (Single)	266	Length from the buffer stop to sign
WW	0264	London Paddington	10 (Single)	255.5	Length from the stop line to sign
WW	0264	London Paddington	11 (Single)	302	Length from the buffer stop to signal
WW	0264	London Paddington	11 (Single)	291.5	Length from the stop line to signal
WW	0264	London Paddington	12 (Single)	294	Length from the buffer stop to signal
WW	0264	London Paddington	12 (Single)	171.8	Length from the stop line to signal
WW	0264	London Paddington	14 (Single)	147	Length from the buffer stop to signal
WW	0264	London Paddington	14 (Single)	144.2	Length from the stop line to signal
WW	0264	London Paddington	2 (Single)	278	Length from the buffer stop to top of ramp
WW	0264	London Paddington	2 (Single)	277.6	Length from the stop line to top of ramp
WW	0264	London Paddington	3 (Single)	278	Length from the buffer stop to top of ramp
WW	0264	London Paddington	3 (Single)	280.6	Length from the yellow stop line to top of ramp
WW	0264	London Paddington	3 (Single)	273.4	Length from the red stop line to top of ramp
WW	0264	London Paddington	4 (Single)	272	Length from the buffer stop to signal
WW	0264	London Paddington	4 (Single)	249.6.	Length from the stop line to signal
WW	0264	London Paddington	5 (Single)	272	Length from the buffer stop to signal
WW	0264	London Paddington	5 (Single)	252.6	Length from the stop line to signal
WW	0264	London Paddington	6 (Single)	262	Length from the buffer stop to top of ramp
WW	0264	London Paddington	6 (Single)	253	Length from the yellow stop line to top of ramp
WW	0264	London Paddington	6 (Single)	256	Length from the white stop line to top of ramp
WW	0264	London Paddington	7 (Single)	264	Length from the buffer stop to top of ramp
WW	0264	London Paddington	7 (Single)	251.3	Length from the yellow stop line to top of ramp
WW	0264	London Paddington	7 (Single)	256.1	Length from the white stop line to top of ramp
WW	0264	London Paddington	8 (Single)	275	Length from the buffer stop to top of ramp
WW	0264	London Paddington	8 (Single)	261.1	Length from the yellow stop line to top of ramp
WW	0264	London Paddington	8 (Single)	237.5	Length from the red stop line to top of ramp
WW	0264	London Paddington	8 (Single)	263.5	Length from the white stop line to top of ramp
WW	0264	London Paddington	9 (Single)	256	Length from the buffer stop to sign
WW	0264	London Paddington	9 (Single)	245.6	Length from the stop line to sign
WW	0264	Looe	Single	42	Top of ramp to stop blocks
WW	0264	Lostwithiel	1	103	
WW	0264	Lostwithiel	2	130	
WW	0264	Lostwithiel	2	124	Top of ramp to 9 car stop
WW	0264	Ludlow	1	132	
WW	0264	Ludlow	2	104	
WW	0265	Luxulyan	Single	120	72 metres of platform (Newquay end) uneven surface but platform edges intact
WW	0265	Lydney	1	97	
WW	0265	Lydney	1	85	Top of ramp to signal NI84
WW	0265	Lydney	2	97	
WW	0265	Lympstone Commando	Single	64	
WW	0265	Lympstone Village	Single	90	
WW	0265	Machynlleth	2 Down (Down direction)	142	Top of ramp to top of ramp
WW	0265	Machynlleth	2 Down (Up direction)	133*	Top of ramp to Block Marker 1099. (*142m to top of ramp (Newtown end))
WW	0265	Machynlleth	1 Up	179	Bi-directional
WW	0265	Maesteg	Single	87	
WW	0265	Maesteg (Ewenny Road)	Single	84	
WW	0265	Maidenhead	1 (Down Main Line)	177	
WW	0265	Maidenhead	2 (Up Main Line)	199	
WW	0265	Maidenhead	2 (Up Main Line)	112	Top of ramp to nearest mirror
WW	0265	Maidenhead	2 (Up Main Line)	149	Top of ramp to furthest mirror
WW	0265	Maidenhead	3 (Down Relief Line)	198	
WW	0265	Maidenhead	3 (Down Relief Line)	149	Top of ramp to mirror
WW	0265	Maidenhead	4 (Up Relief Line)	205	
WW	0265	Maidenhead	4 (Up Relief Line)	67	Top of ramp (Reading end) to nearest camera
WW	0265	Maidenhead	4 (Up Relief Line)	114	Top of ramp (Reading end) to furthest camera
WW	0265	Maidenhead	4 (Up Relief Line)	197	Top of ramp (London end) to signal (for bi- directional working).
WW	0265	Maidenhead	5 (Bay)	205	Bi-directional
WW	0265	Manorbier	Single	107	
WW	0265	Marlow	Single	54	Top of ramp to drivers yellow stop line
WW	0265	Marsh Barton	Down	124	
WW	0265	Marsh Barton	Up	124	
WW	0265	Melksham	Single	74	
WW	0265	Menheniot	1	124	
WW	0265	Menheniot	2	151	Of which 53.6 metres have no flag stones. Platform edges intact
WW	0265	Merthyr Tydfil	Single	111	
WW	0265	Merthyr Vale	1	94	
WW	0265	Merthyr Vale	2	94	
WW	0265	Midgham	1 (down)	87	Ramp (Reading end) to ‘S’ Car Marker
WW	0265	Midgham	1 (down)	117	
WW	0265	Midgham	2 (up)	85	Top of ramp (Westbury end) to mirror
WW	0265	Midgham	2 (up)	96	Top of ramp (Westbury end) to Signal TRC105
WW	0265	Milford Haven	Single	94	Top of ramp to buffer stops
WW	0265	Minffordd	Single	118	
WW	0266	Montpelier	Single	132	Usable length inside the barrier
WW	0266	Morchard Road	Single	90	
WW	0266	Moreton-In-Marsh	Down	198	
WW	0266	Moreton-in-Marsh	Up	183	
WW	0266	Morfa Mawddach	Single	91	
WW	0266	Mountain Ash	Down	97	
WW	0266	Mountain Ash	Up	97	
WW	0266	Nailsea & Backwell	1	122	
WW	0266	Nailsea & Backwell	2	121	
WW	0266	Nantwich	Down	118	
WW	0266	Nantwich	Up	105	
WW	0266	Narberth	Single	90	
WW	0266	Neath	1	232	
WW	0266	Neath	2	182	
WW	0266	Newbridge	1	150	
WW	0266	Newbridge	2	150	
WW	0266	Newbury	1 (Down)	291	
WW	0266	Newbury	2 (Up)	327	
WW	0266	Newbury	3 (Up) Bay	131	Top of ramp to stop blocks
WW	0266	Newbury	3 (Up) Bay	129	Top of ramp to yellow painted Stop marker
WW	0266	Newbury Racecourse	1 (Down)	180	Top of ramp to top of ramp
WW	0266	Newbury Racecourse	1 (Down)	89	Resurfaced and lit area only
WW	0266	Newbury Racecourse	2 (Up)	183	Top of ramp to top of ramp
WW	0266	Newbury Racecourse	2 (Up)	74	Resurfaced and lit area only
WW	0266	Newbury Racecourse	3 (Down Loop)	206	Unlit platform
WW	0266	Newcourt	Single	124	
WW	0266	Newport	1 (Down)	278	Usable length
WW	0266	Newport	1 (Down)	360	Top of ramp to signal NT1369
WW	0266	Newport	2 (Bi Di)	287	
WW	0266	Newport	3 (Bi Di)	311	Top of ramp to top of ramp. Additional 31 metres available for Power Car/Loco ONLY for DOWN direction trains
WW	0266	Newport	4	250	
WW	0266	Newquay	1	242	
WW	0266	Newton Abbot	1 (Bi Di)	327	
WW	0266	Newton Abbot	2 (Down)	326	
WW	0266	Newton Abbot	3 (Up)	327	
WW	0266	Newton St Cyres	Single	120	
WW	0266	Newtown	Down	138	Bi-directional
WW	0266	Newtown	Up	140	Bi-directional
WW	0266	Ninian Park	Down	150	
WW	0266	Ninian Park	Up	150	
WW	0266	Oldfield Park	1	129	
WW	0266	Oldfield Park	2	129	
WW	0266	Oxford	1 (Bay)	157	
WW	0266	Oxford	2 (Bay)	161	
WW	0266	Oxford	3 (Up)	274	
WW	0266	Oxford	4 (Down)	275	
WW	0266	Paignton	1	251	
WW	0266	Paignton	2	209	
WW	0266	Pangbourne	1 (Down Relief Line)	149	
WW	0267	Pangbourne (RL only)	2 (Up Relief Line)	149	
WW	0267	Pantyffynnon	Single	76	
WW	0267	Par	1 (Down)	190	
WW	0267	Par	2(Up)	190	
WW	0267	Par	3 (Branch)	164	
WW	0267	Par	3 (Branch)	138	Top of ramp to signal
WW	0267	Parson Street	1	94	
WW	0267	Parson Street	2	92	Top of ramp to signal
WW	0267	Patchway	1	121	
WW	0267	Patchway	2	121	
WW	0267	Pembrey & Burry Port	1	145	
WW	0267	Pembrey & Burry Port	2	127	
WW	0267	Pembroke	Single	128	
WW	0267	Pembroke Dock	Single	131	
WW	0267	Penally	Single	151	
WW	0267	Penarth	Single	117	
WW	0267	Pencoed	1	102	
WW	0267	Pencoed	2	112	
WW	0267	Pengam	Down	124	
WW	0267	Pengam	Up	124	
WW	0267	Penhelig	Single	62	
WW	0267	Penmere	Single	92	
WW	0267	Penrhiwceiber	Single	94	
WW	0267	Penrhyndeudraeth	Single	66	
WW	0267	Penryn	Down	71	
WW	0267	Penryn	Up	71	
WW	0267	Pensarn	Single	148	
WW	0267	Pentre-Bach	Single	142	
WW	0267	Penychain	Single	108	
WW	0267	Pen-y-Bont	Single	81	
WW	0267	Penzance	1	265	Top of ramp to buffer stops
WW	0267	Penzance	2	265	Top of ramp to buffer stops
WW	0267	Penzance	3	238	Top of ramp to buffer stops
WW	0267	Penzance	4	225	Buffer stops to signal
WW	0267	Perranwell	Single	191	
WW	0267	Pewsey	1	177	
WW	0267	Pewsey	2	170	
WW	0267	Pilning	1	120	
WW	0267	Pilning	2	121	OOU – not passenger accessible
WW	0267	Pinhoe	1	150	
WW	0267	Pinhoe	2	150	
WW	0267	Plymouth	3 (Down Bay)	78	
WW	0267	Plymouth	4 (Down side)	298	
WW	0267	Plymouth	5 (Single)	300	
WW	0267	Plymouth	6 (Single)	260	
WW	0267	Plymouth	7 (Single)	298	
WW	0267	Plymouth	8 (Single)	300	
WW	0267	Plymouth	Dock Line 2 (East End)	171	Top of ramp to buffer stops. ECS only
WW	0267	Plymouth	Dock Line 3 (East End)	171	Top of ramp to buffer stops. ECS only
WW	0268	Polsloe Bridge	Single	184	
WW	0268	Pontarddulais	Single	138	
WW	0268	Pontlottyn	Single	127	
WW	0268	Pontyclun	1	102	
WW	0268	Pontyclun	2	102	
WW	0268	Pontypool & New Inn	1	163	
WW	0268	Pontypool & New Inn	2	163	
WW	0268	Pontypridd	1	138	Bay platform
WW	0268	Pontypridd	2	124	Bi-directional
WW	0268	Pontypridd	3	124	
WW	0268	Port Talbot Parkway	1	277	
WW	0268	Port Talbot Parkway	2	280	
WW	0268	Porth	(Down)	124	
WW	0268	Porth	(Up)	132	Top of ramp (Pontypridd end) to signal. The platform is unusable beyond signal VR304
WW	0268	Porthmadog	2 Down	142	Bi-directional. Pwllheli end of platform fenced off
WW	0268	Porthmadog	1 Up	143	Also for departures in down direction
WW	0268	Portsmouth Arms	Single	74	
WW	0268	Portway Park and Ride	Single	126	
WW	0268	Prees	Down	83	
WW	0268	Prees	Up	66	
WW	0268	Pwllheli	Single	131*	Car Stop board (buffer stops end) to departure Block Marker 1257. (*162m to top of ramp; departure requires use of  Written Order)
WW	0268	Pye Corner	Single	145	
WW	0268	Pyle	1	108	
WW	0268	Pyle	2	108	
WW	0268	Quaker’s Yard	Single	126	
WW	0268	Quintrel Downs	Single	90	Down Direction Only
WW	0268	Quintrel Downs	Single	74	Up direction only.  Top of ramp to stop board
WW	0268	Radley	Down	158	
WW	0268	Radley	Up	158	
WW	0268	Radyr	1 (Down)	124	
WW	0268	Radyr	2 (Up)	108	Bi directional
WW	0268	Radyr	3 (Up)	124	
WW	0268	Reading	1	124	Top of ramp to stop blocks Maximum 5 vehicles
WW	0268	Reading	2	120	Top of ramp to stop blocks Maximum 5 vehicles
WW	0268	Reading	3	120	Top of ramp to stop blocks. 6 Turbo vehicles can be accommodated within signal, providing the west end set is not in use.
WW	0268	Reading	7	280	Between car stops
WW	0268	Reading	7a (east)	127	Between car stop and rear clear
WW	0268	Reading	7b (west)	143	Between car stop and rear clear
WW	0268	Reading	8	277	Between car stops
WW	0268	Reading	8a (east)	148	Between car stop and rear clear
WW	0268	Reading	8b (west)	119	Between car stop and rear clear
WW	0268	Reading	9	255	Between car stops
WW	0268	Reading	9a (east)	120	Between car stop and rear clear
WW	0268	Reading	9b (west)	125	Between car stop and rear clear
WW	0268	Reading	10	240	Between car stops
WW	0268	Reading	10a (east)	73	Between car stop and rear clear
WW	0268	Reading	10b (west)	157	Between car stop and rear clear
WW	0269	Reading	11	272	Between car stops
WW	0269	Reading	11a (east)	127	Between car stop and rear clear
WW	0269	Reading	11b (west)	135	Between car stop and rear clear
WW	0269	Reading	12	272	Between car stops
WW	0269	Reading	12a (east)	132	Between car stop and rear clear
WW	0269	Reading	12b (west)	130	Between car stop and rear clear
WW	0269	Reading	13	272	Between car stops
WW	0269	Reading	13a (east)	132	Between car stop and rear clear
WW	0269	Reading	13b (west)	130	Between car stop and rear clear
